"player_id","name","dob","nation","position","dom_foot","team_id","jersey_2025"
6279,"Collier, Elliot",1995-02-22,"NZL","FW",NA,107,"18.0"
6280,"Kizza, Edward",1998-12-17,"UGA","FW",NA,107,"19.0"
6281,"Brynéus, Oliver",NA,"SWE","MF",NA,107,"21.0"
6282,"Amoh, Elvis",1992-02-02,"GHA","FW",NA,107,"22.0"
6283,"Charles-Cook, Reice",1994-04-08,"GRN","GK",NA,107,"23.0"
6284,"Rendón, Bruno",2000-05-07,"CUB","DF",NA,107,"27.0"
6285,"Ofeimu, Ben",2000-09-30,"USA","DF",NA,107,"30.0"
6286,"Soumaoro, Brem",1996-08-08,"LBR","MF",NA,107,"32.0"
6287,"White, Hayden",1995-04-15,"ENG","DF",NA,107,"33.0"
6288,"Musa, James",1992-04-01,"NZL","DF",NA,107,"41.0"
6289,"Hunsucker, Ryan",NA,"USA","GK",NA,107,"44.0"
6290,"McCoy, Maverick",NA,"USA","DF",NA,107,"55.0"
6291,"Foster, Maalique",1996-11-05,"JAM","FW",NA,107,"99.0"
6292,"Ammeter, Nicholas",2000-12-11,"SUI","GK",NA,108,"1.0"
6293,"Jones, Nate",2001-08-23,"USA","DF",NA,108,"3.0"
6294,"Gärtig, Elias",NA,"DEN","DF",NA,108,"5.0"
6295,"Pearson, Christopher",2003-01-21,"JAM","MF",NA,108,"6.0"
6296,"Gyau, Joe",1992-09-16,"USA","FW",NA,108,"7.0"
6297,"Gannon, Coleman",NA,"USA","FW",NA,108,"8.0"
6298,"Pickering, Nighte",2005-01-26,"USA","FW",NA,108,"9.0"
6299,"Azcona, Edison",2003-11-21,"DOM","MF",NA,108,"10.0"
6300,"Pinzón, Christian",1998-06-24,"USA","FW",NA,108,"11.0"
6301,"Humphrey, Turner",NA,"USA","DF",NA,108,"13.0"
6302,"Rodriguez, Johnny",1998-06-13,"USA","FW",NA,108,"14.0"
6303,"Chattha, Ashish",2000-01-06,"USA","MF",NA,108,"15.0"
6304,"Leal, Patrick",2003-02-21,"USA","MF",NA,108,"17.0"
6305,"Singer, Jack",NA,"USA","DF",NA,108,"18.0"
6306,"Smart, Shawn",2004-02-24,"USA","DF",NA,108,"20.0"
6307,"Boudadi, Younes",1996-01-23,"MAR","DF",NA,108,"23.0"
6308,"Howell, Maliek",1999-01-27,"JAM","DF",NA,108,"24.0"
6309,"Noël, Valentin",1999-04-27,"FRA","MF",NA,108,"27.0"
6310,"Brewer Jr., Shaft",1999-10-28,"USA","DF",NA,108,"28.0"
6311,"Stojanovic, Stefan",2001-03-03,"USA","FW",NA,108,"30.0"
6312,"Nigro, Gennaro",2000-05-29,"USA","DF",NA,108,"33.0"
6313,"O'Driscoll, Rory",2000-02-16,"USA","MF",NA,108,"34.0"
6314,"Covil, Vaughn",2003-07-26,"USA","MF",NA,108,"41.0"
6315,"Peeters, Daouda",1999-01-26,"BEL","MF",NA,108,"42.0"
6316,"Arozarena, Raiko",1997-03-27,"CUB","GK",NA,108,"56.0"
6317,"Samaké, Gaoussou",1997-11-04,"CIV","DF",NA,108,"72.0"
6318,"Miller, Carver",NA,"USA","GK",NA,108,"96.0"
6319,"Ketterer, Logan",1993-11-09,"USA","GK",NA,109,"1.0"
6320,"Djeffal, Sofiane",1999-04-19,"FRA","MF",NA,109,"3.0"
6321,"Burks, Kendall",1999-10-08,"USA","DF",NA,109,"5.0"
6322,"Hafferty, Joe",1998-03-21,"USA","DF",NA,109,"6.0"
6323,"Borczak, Dylan",1999-06-13,"USA","FW",NA,109,"7.0"
6324,"Firmino, Nick",2001-01-30,"BRA","MF",NA,109,"8.0"
6325,"Yankam, Yannick",1997-12-12,"MLT","MF",NA,109,"10.0"
6326,"Epps, Marcus",1995-01-16,"USA","MF",NA,109,"11.0"
6327,"Zengue, Xavier",NA,"USA","DF",NA,109,"12.0"
6328,"Barbir, Danny",1998-01-31,"USA","DF",NA,109,"14.0"
6329,"Wu, Daniel",2000-11-02,"USA","DF",NA,109,"15.0"
6330,"Cáceres, Edrey",NA,"SLV","MF",NA,109,"16.0"
6331,"Yosef, Milo",1998-09-11,"GER","FW",NA,109,"20.0"
6332,"Greene, Jacob",2003-03-23,"USA","DF",NA,109,"22.0"
6333,"Midence, Alfredo",NA,"HON","MF",NA,109,"23.0"
6334,"Sargeant, Kieran",NA,"USA","DF",NA,109,"24.0"
6335,"Gibert, Gaël",NA,"FRA","DF",NA,109,"27.0"
6336,"Thompson, Brooks",2002-05-28,"USA","GK",NA,109,"31.0"
6337,"Ajago, Forster",2001-08-16,"GHA","FW",NA,109,"33.0"
6338,"Adedokun, Michael",2001-05-27,"NGA","MF",NA,109,"71.0"
6339,"Rodrigues, Braudilio",NA,"GNB","MF",NA,109,"72.0"
6340,"Williams, Speedy",1992-04-08,"JAM","MF",NA,109,"80.0"
6341,"Mbongue, Hugo",2004-07-27,"CAN","FW",NA,109,"83.0"
6342,"Burke, Cory",1991-12-28,"JAM","FW",NA,109,"99.0"
6343,"Tingey, Keegan",2000-08-17,"USA","DF",NA,110,"3.0"
6344,"McCabe, Tommy",1998-04-04,"USA","MF",NA,110,"4.0"
6345,"Leerman, Yanis",NA,"FRA","DF",NA,110,"5.0"
6346,"Awuah, Kwame",1995-12-02,"CAN","DF",NA,110,"6.0"
6347,"Leggett, Wesley",2001-03-16,"USA","FW",NA,110,"7.0"
6348,"Nyeman, Moses",2003-11-05,"USA","MF",NA,110,"8.0"
6349,"Valot, Florian",1993-02-12,"FRA","MF",NA,110,"10.0"
6350,"Aboukoura, Abdellatif",2004-10-16,"EGY","FW",NA,110,"11.0"
6351,"Skundrich, Drew",1995-09-17,"USA","MF",NA,110,"12.0"
6352,"Nagy, Alex",NA,"USA","MF",NA,110,"13.0"
6353,"Ryan, Zach",1999-01-14,"USA","FW",NA,110,"14.0"
6354,"Bidois, Riley",2002-03-12,"NZL","FW",NA,110,"15.0"
6355,"Turner, Cole",2001-07-07,"USA","DF",NA,110,"16.0"
6356,"Santos, Pedro",1988-04-22,"POR","MF",NA,110,"17.0"
6357,"Dagnachew, Surafel",1997-09-11,"ETH","MF",NA,110,"19.0"
6358,"Mines, Ben",2000-05-13,"USA","MF",NA,110,"20.0"
6359,"Garay, Jeremy",2003-04-01,"SLV","MF",NA,110,"21.0"
6360,"Dambrot, Robby",1994-10-19,"USA","DF",NA,110,"22.0"
6361,"Fauroux, Hugo",1996-08-23,"FRA","GK",NA,110,"23.0"
6362,"Erlandson, Jacob",1999-03-14,"USA","DF",NA,110,"24.0"
6363,"Jack, Ryan",NA,"USA","GK",NA,110,"30.0"
6364,"Karamoko, Hakim",NA,"USA","FW",NA,110,"31.0"
6365,"Pendleton, Ethan",NA,"USA","DF",NA,110,"35.0"
6366,"Koffi, Uriel",NA,"USA","FW",NA,110,"47.0"
6367,"Erlandson, Joshua",NA,"USA","DF",NA,110,"55.0"
6368,"Hurge, Aaron",NA,"JAM","MF",NA,110,"88.0"
6369,"Herrera-Rauda, Lorenzo",NA,"USA","GK",NA,110,"89.0"
6370,"Campuzano, Nico",1998-01-29,"ESP","GK",NA,113,"1.0"
6371,"Gordon, Nico",2002-04-28,"MSR","DF",NA,113,"2.0"
6372,"Muir, Jacob",2002-05-03,"AUS","DF",NA,113,"3.0"
6373,"Lara, Alex",1998-09-15,"USA","DF",NA,113,"4.0"
6374,"Guzmán, Carlos",1994-05-19,"MEX","DF",NA,113,"5.0"
6375,"Fonguck, Wesley",1997-07-16,"ENG","MF",NA,113,"6.0"
6376,"Rebollar, Adrian",1999-11-12,"USA","MF",NA,113,"7.0"
6377,"Bryant, Ethan",2001-08-20,"USA","MF",NA,113,"8.0"
6378,"Larsson, Adam",1999-09-05,"SWE","FW",NA,113,"9.0"
6379,"Dixon, Alex",1990-02-07,"USA","FW",NA,113,"10.0"
6380,"Malango, Mayele",1997-02-25,"COD","FW",NA,113,"11.0"
6381,"Robinson, Grant",1998-08-15,"USA","DF",NA,113,"12.0"
6382,"Fehr, Mobi",1994-12-13,"USA","MF",NA,113,"13.0"
6383,"Gallaway, Pierce",NA,"USA","MF",NA,113,"14.0"
6384,"Lyons, Miles",2002-10-08,"USA","DF",NA,113,"15.0"
6385,"Gutierrez, Diego",1999-01-05,"USA","FW",NA,113,"16.0"
6386,"Archimède, Luther",1999-09-17,"GLP","FW",NA,113,"17.0"
6387,"Gomez, Sam",NA,"USA","GK",NA,113,"18.0"
6388,"Paul, Ilijah",2002-07-26,"USA","FW",NA,113,"20.0"
6389,"Søjberg, Anton",2000-12-21,"DEN","FW",NA,113,"21.0"
6390,"Garcia, Joel",NA,"USA","DF",NA,113,"22.0"
6391,"Odle, Dallas",2001-08-05,"USA","GK",NA,113,"25.0"
6392,"Guediri, Sami",1997-08-18,"USA","DF",NA,113,"28.0"
6393,"Ivanovic, Luke",2000-06-06,"AUS","FW",NA,113,"31.0"
6394,"Gnaulati, Xavi",2005-01-22,"USA","MF",NA,113,"88.0"
6395,"Campisi, Nicolás",NA,"ARG","GK",NA,123,"1.0"
6396,"Castellanos, Robert",1998-05-11,"USA","DF",NA,123,"2.0"
6397,"Lasso, Forrest",1993-05-11,"USA","DF",NA,123,"3.0"
6398,"Hilton, Lewis",1993-10-22,"ENG","MF",NA,123,"4.0"
6399,"MacPherson, Cammy",1998-12-29,"SCO","MF",NA,123,"5.0"
6400,"Niyongabire, Pacifique",2000-03-15,"BDI","MF",NA,123,"7.0"
6401,"Bassett, Ollie",1998-03-06,"NIR","MF",NA,123,"8.0"
6402,"Arteaga, Manuel",1994-06-17,"VEN","FW",NA,123,"9.0"
6403,"Fernandes, Leo",1991-12-23,"BRA","MF",NA,123,"10.0"
6404,"Bodily, Blake",1998-01-13,"USA","MF",NA,123,"11.0"
6405,"Vancaeyezeele, Thomas",1994-07-27,"GUF","DF",NA,123,"14.0"
6406,"Crisostomo, Danny",1997-01-16,"USA","MF",NA,123,"17.0"
6407,"Moon, Nick",1996-05-31,"USA","MF",NA,123,"20.0"
6408,"Mustali, Endri",NA,"ITA","FW",NA,123,"21.0"
6409,"Skinner, Joey",2003-03-30,"USA","DF",NA,123,"26.0"
6410,"Wyke, Laurence",1996-09-20,"USA","DF",NA,123,"27.0"
6411,"Pacius, Woobens",2001-05-11,"CAN","FW",NA,123,"28.0"
6412,"Guillén, Aarón",1993-06-23,"MEX","DF",NA,123,"33.0"
6413,"DeJesus, Mateus",NA,"USA","DF",NA,123,"34.0"
6414,"Klepacz, Caleb",NA,"USA","GK",NA,123,"35.0"
6415,"Bandré, Ethan",1998-09-14,"USA","GK",NA,123,"41.0"
6416,"Álvarez, Luis",2003-01-25,"HON","MF",NA,123,"47.0"
6417,"Ingram, Justin",1998-12-21,"USA",NA,NA,106,NA
6418,"De Jesus, Matheus",2005-12-16,"BRA","DF","L",123,NA
6419,"Rodriguez, Alexander",2006-11-20,"USA","FW",NA,123,NA
6420,"Worth, Nathan",2007-02-26,"USA","MF",NA,123,NA
6421,"Dowd, Bryan",2002-03-08,"USA",NA,NA,104,NA
6422,"Harper, Anthony",NA,NA,NA,NA,104,NA
6423,"Serrato, Marcus",NA,NA,NA,NA,104,NA
6424,"Gindiri, Paul",NA,NA,NA,NA,113,NA
6425,"Doner, Morey",NA,NA,NA,NA,103,NA
6426,"Elder, Zain",NA,NA,NA,NA,103,NA
6427,"Obeid, Bilal",NA,NA,NA,NA,103,NA
6428,"Avalos, Raul",NA,NA,NA,NA,114,NA
6429,"Quintanilla, Jayson",NA,NA,NA,NA,114,NA
6430,"Vegas, Koke",NA,NA,NA,NA,120,NA
6431,"Rovira, Dani",NA,NA,NA,NA,120,NA
6432,"Sanchez, Aldair",NA,NA,NA,NA,120,NA
6433,"Bacharach, Hugo",NA,NA,NA,NA,120,NA
6434,"Stoneman, Grant",NA,NA,NA,NA,120,NA
6435,"Mabika, Aimé",NA,NA,NA,NA,120,NA
6436,"Williams, JJ",NA,NA,NA,NA,120,NA
6437,"Dikwa, Albert",NA,NA,NA,NA,120,NA
6438,"Fuson, Noah",NA,NA,NA,NA,120,NA
6439,"Holstad, Clay",NA,NA,NA,NA,120,NA
6440,"Meyer, Will",NA,NA,NA,NA,120,NA
6441,"Hope-Grund, Rio",NA,NA,NA,NA,120,NA
6442,"Nodarse, Frank",NA,NA,NA,NA,120,NA
6443,"Dewhurst, Cole",NA,NA,NA,NA,120,NA
6444,"Kwizera, Jojea",NA,NA,NA,NA,120,NA
6445,"Brito, Joe",NA,NA,NA,NA,120,NA
6446,"Vang, Kevin",NA,NA,NA,NA,120,NA
6447,"Herivaux, Zachary",NA,NA,NA,NA,120,NA
6448,"Rodriguez, Maxi",NA,NA,NA,NA,120,NA
6449,"Lee, Jackson",NA,NA,NA,NA,120,NA
6450,"Ybarra, Marc",NA,NA,NA,NA,120,NA
6451,"Yao, Karifa",NA,NA,NA,NA,120,NA
6452,"Shapiro-Thompson, Amos",NA,NA,NA,NA,120,NA
6453,"Angking, Isaac",NA,NA,NA,NA,120,NA
6454,"McIntosh, Kendall",NA,NA,NA,NA,116,NA
6455,"Bravo, Julian",NA,NA,NA,NA,116,NA
6456,"Margvelashvili, Gagi",NA,NA,NA,NA,116,NA
6457,"Riley, Camden",NA,NA,NA,NA,116,NA
6458,"Gomez, Daniel",NA,NA,NA,NA,116,NA
6459,"Prentice, Wolfgang",NA,NA,NA,NA,116,NA
6460,"Wilson, Peter",NA,NA,NA,NA,116,NA
6461,"Armenakas, Panos",NA,NA,NA,NA,116,NA
6462,"Sinisterra, José Luis",NA,NA,NA,NA,116,NA
6463,"Gibson, Tyler",NA,NA,NA,NA,116,NA
6464,"Hackshaw, Neveal",NA,NA,NA,NA,116,NA
6465,"Byaruhanga, Bobosi",NA,NA,NA,NA,116,NA
6466,"Johnson, EJ",NA,NA,NA,NA,116,NA
6467,"Damm, Jürgen",NA,NA,NA,NA,116,NA
6468,"Mohamed, Abdi",NA,NA,NA,NA,116,NA
6469,"Doner, Morey",NA,NA,NA,NA,116,NA
6470,"Greene, Kai",NA,NA,NA,NA,116,NA
6471,"Spiegel, Raphael",NA,NA,NA,NA,116,NA
6472,"Bedolla-Vera, Javier",NA,NA,NA,NA,116,NA
6473,"Elmasnaouy, Ali",NA,NA,NA,NA,116,NA
6474,"Martinez, Julio",NA,NA,NA,NA,116,NA
6475,"Saldaña, Luis",NA,NA,NA,NA,116,NA
6476,"Caminos, Tomás",NA,NA,NA,NA,116,NA
6477,"Camier, Thomas",NA,NA,NA,NA,116,NA
6478,"Sanchez, Juan",NA,NA,NA,NA,116,NA
6479,"Caracheo, Alejandro",NA,NA,NA,NA,116,NA
6480,"Syrel, Timothy",NA,NA,NA,NA,116,NA
6481,"Alekseev, Ilya",NA,NA,NA,NA,116,NA
6482,"Ricketts, Jonathan",NA,NA,NA,NA,112,NA
6483,"Mitrano, Alejandro",NA,NA,NA,NA,112,NA
6484,"Cardona, Nicolás",NA,NA,NA,NA,112,NA
6485,"Mercado, Diego",NA,NA,NA,NA,112,NA
6486,"Tulu",NA,NA,NA,NA,112,NA
6487,"Gavilanes, Allen",NA,NA,NA,NA,112,NA
6488,"Romero, Matías",NA,NA,NA,NA,112,NA
6489,"Bonfiglio, Francisco",NA,NA,NA,NA,112,NA
6490,"Blanco, Sebastián",NA,NA,NA,NA,112,NA
6491,"Verón, Deian",NA,NA,NA,NA,112,NA
6492,"Martell, Rafael",NA,NA,NA,NA,112,NA
6493,"Knutson, Daltyn",NA,NA,NA,NA,112,NA
6494,"Díaz, Gerald",NA,NA,NA,NA,112,NA
6495,"Rivera, Ricardo",NA,NA,NA,NA,112,NA
6496,"Zárate, Tobías",NA,NA,NA,NA,112,NA
6497,"Lawrence, Michael",NA,NA,NA,NA,112,NA
6498,"Akinyode, Bolu",NA,NA,NA,NA,112,NA
6499,"Celeste, Francesco",NA,NA,NA,NA,112,NA
6500,"Mas, Tobias",NA,NA,NA,NA,112,NA
6501,"Jiménez, Nacho",NA,NA,NA,NA,112,NA
6502,"Melano, Lucas",NA,NA,NA,NA,112,NA
6503,"Acloque, Aaron",NA,NA,NA,NA,112,NA
6504,"Hamid, Bill",NA,NA,NA,NA,112,NA
6505,"Hoyos, Kevin",NA,NA,NA,NA,112,NA
6506,"Vázquez, Cristian",NA,NA,NA,NA,112,NA
6507,"Rodriguez, Felipe",NA,NA,NA,NA,112,NA
6508,"DePaula, Lucas",NA,NA,NA,NA,112,NA
6509,"Arana, Victor",NA,NA,NA,NA,112,NA
6510,"Bent, Brandon",NA,NA,NA,NA,112,NA
6511,"Danco",NA,NA,NA,NA,112,NA
6512,"Las, Damian",NA,NA,NA,NA,111,NA
6513,"McFadden, Aiden",NA,NA,NA,NA,111,NA
6514,"Morris, Jake",NA,NA,NA,NA,111,NA
6515,"Totsch, Sean",NA,NA,NA,NA,111,NA
6516,"Ordoñez, Arturo",NA,NA,NA,NA,111,NA
6517,"Duncan, Zach",NA,NA,NA,NA,111,NA
6518,"Serrano, Ray",NA,NA,NA,NA,111,NA
6519,"Moguel Jr., Carlos",NA,NA,NA,NA,111,NA
6520,"Goodrum, Phillip",NA,NA,NA,NA,111,NA
6521,"Ownby, Brian",NA,NA,NA,NA,111,NA
6522,"McCabe, Niall",NA,NA,NA,NA,111,NA
6523,"Faundez, Danny",NA,NA,NA,NA,111,NA
6524,"Dia, Amadou",NA,NA,NA,NA,111,NA
6525,"Perez, Manny",NA,NA,NA,NA,111,NA
6526,"Perez, Adrien",NA,NA,NA,NA,111,NA
6527,"Davila, Taylor",NA,NA,NA,NA,111,NA
6528,"Gonzalez, Jorge",NA,NA,NA,NA,111,NA
6529,"Gleadle, Sam",NA,NA,NA,NA,111,NA
6530,"Jones, Josh",NA,NA,NA,NA,111,NA
6531,"Wilson, Jansen",NA,NA,NA,NA,111,NA
6532,"Davila, Evan",NA,NA,NA,NA,111,NA
6533,"Troutman, Ryan",NA,NA,NA,NA,111,NA
6534,"Lambert, Kevon",NA,NA,NA,NA,111,NA
6535,"Adams, Kyle",NA,NA,NA,NA,111,NA
6536,"Cano, Issac",NA,NA,NA,NA,111,NA
6537,"Stamps, Hayden",NA,NA,NA,NA,111,NA
6538,"Lancaster, Cameron",NA,NA,NA,NA,111,NA
6539,"Shutler, Colin",NA,NA,NA,NA,117,NA
6540,"Doody, Grayson",NA,NA,NA,NA,117,NA
6541,"Santos, Koa",NA,NA,NA,NA,117,NA
6542,"Benalcazar, Nico",NA,NA,NA,NA,117,NA
6543,"Brewitt, Tom",NA,NA,NA,NA,117,NA
6544,"Dunbar, Cameron",NA,NA,NA,NA,117,NA
6545,"Sylla, Ousmane",NA,NA,NA,NA,117,NA
6546,"Zubak, Ethan",NA,NA,NA,NA,117,NA
6547,"Trager, Tristan",NA,NA,NA,NA,117,NA
6548,"Jamison, Bryce",NA,NA,NA,NA,117,NA
6549,"Guimaraes, Pedro",NA,NA,NA,NA,117,NA
6550,"Hegardt, Chris",NA,NA,NA,NA,117,NA
6551,"MacKinnon, Lyam",NA,NA,NA,NA,117,NA
6552,"Partida, Kevin",NA,NA,NA,NA,117,NA
6553,"Latinovich, Vuk",NA,NA,NA,NA,117,NA
6554,"War, Mouamadou",NA,NA,NA,NA,117,NA
6555,"Doghman, Ryan",NA,NA,NA,NA,117,NA
6556,"Barjolo, Benjamin",NA,NA,NA,NA,117,NA
6557,"Koné, Cheick",NA,NA,NA,NA,117,NA
6558,"Kelly, Stephen",NA,NA,NA,NA,117,NA
6559,"Karam, Gavan",NA,NA,NA,NA,117,NA
6560,"Kurnik, Oliver",NA,NA,NA,NA,117,NA
6561,"Garcia, Daniel",NA,NA,NA,NA,117,NA
6562,"Kadono, Tetsuya",NA,NA,NA,NA,117,NA
6563,"Ciotta, Nicola",NA,NA,NA,NA,117,NA
6564,"Miles, Ashton",NA,NA,NA,NA,117,NA
6565,"Aguirre, Fernando",NA,NA,NA,NA,117,NA
6566,"Aemiro, Adoniayah",NA,NA,NA,NA,117,NA
6567,"Vitiello, Danny",NA,NA,NA,NA,121,NA
6568,"Gurr, Jack",NA,NA,NA,NA,121,NA
6569,"Spaulding, Ryan",NA,NA,NA,NA,121,NA
6570,"Desmond, Lee",NA,NA,NA,NA,121,NA
6571,"Timmer, Jared",NA,NA,NA,NA,121,NA
6572,"Kleemann, Freddy",NA,NA,NA,NA,121,NA
6573,"Amann, Trevor",NA,NA,NA,NA,121,NA
6574,"López, Rodrigo",NA,NA,NA,NA,121,NA
6575,"Herrera, Sebastián",NA,NA,NA,NA,121,NA
6576,"Parano, Cristian",NA,NA,NA,NA,121,NA
6577,"Cicerone, Russell",NA,NA,NA,NA,121,NA
6578,"Kimbrough, Da'vian",NA,NA,NA,NA,121,NA
6579,"Wanner, Dominik",NA,NA,NA,NA,121,NA
6580,"Ross, Nick",NA,NA,NA,NA,121,NA
6581,"Willey, Blake",NA,NA,NA,NA,121,NA
6582,"Djedje, Rayan",NA,NA,NA,NA,121,NA
6583,"Benítez, Michelle",NA,NA,NA,NA,121,NA
6584,"Edwards, AJ",NA,NA,NA,NA,121,NA
6585,"Jamieson, Lewis",NA,NA,NA,NA,121,NA
6586,"Portillo, Justin",NA,NA,NA,NA,121,NA
6587,"Ukaegbu, Chibuike",NA,NA,NA,NA,121,NA
6588,"Felipe, Luis",NA,NA,NA,NA,121,NA
6589,"Mazzola, Jared",NA,NA,NA,NA,121,NA
6590,"Bennett, Khori",NA,NA,NA,NA,121,NA
6591,"Okiyoshi, Taimu",NA,NA,NA,NA,120,NA
6592,"Sorto, Christian",NA,NA,NA,NA,110,NA
6593,"Njie, Baboucarr",NA,NA,NA,NA,116,NA
6594,"Rasmussen, Justin",NA,NA,NA,NA,116,NA
6595,"Drack, Nathan",NA,NA,NA,NA,101,NA
6596,"Soto, Ezekiel",NA,NA,NA,NA,101,NA
6597,"Pereira, Lucca Dourado",NA,NA,NA,NA,100,NA
6598,"Suarez, Santiago",NA,NA,NA,NA,100,NA
6599,"Gozdieski, Chase",NA,NA,NA,NA,102,NA
6600,"Maldonado, Alessadro",NA,NA,NA,NA,102,NA
6601,"Tejeda, Juan",NA,NA,NA,NA,102,NA
6602,"Beer, Jack",NA,NA,NA,NA,109,NA
6603,"Olney Jr., Christopher",NA,NA,NA,NA,109,NA
6604,NA,NA,NA,NA,NA,NA,NA
6605,NA,NA,NA,NA,NA,NA,NA
6606,NA,NA,NA,NA,NA,NA,NA
6607,NA,NA,NA,NA,NA,NA,NA
6608,NA,NA,NA,NA,NA,NA,NA
6609,NA,NA,NA,NA,NA,NA,NA
6610,NA,NA,NA,NA,NA,NA,NA
6611,NA,NA,NA,NA,NA,NA,NA
6612,NA,NA,NA,NA,NA,NA,NA
6613,NA,NA,NA,NA,NA,NA,NA
6614,NA,NA,NA,NA,NA,NA,NA
6615,NA,NA,NA,NA,NA,NA,NA
6616,NA,NA,NA,NA,NA,NA,NA
6617,NA,NA,NA,NA,NA,NA,NA
6618,NA,NA,NA,NA,NA,NA,NA
