"snap_date","team_id","player_id","games_played","mins_played","starts","subbed_on","subbed_off","goals_conceded","saves","catches","punches","goals","penalties","mins_per_goal","shots_on_target","shooting_accuracy","successful_crosses","crossing_accuracy","assists","key_passes","penalties_won","offsides","tackles_won","tackles_success_rate","clearances","blocks","interceptions","successful_passes","passing_accuracy","passing_accuracy_in_opponents_half","successful_dribbles","fouls_won","fouls_conceded","penalties_conceded","yellow_cards","red_cards"
2025-07-18,110,6359,2,21,0,2,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",1,0,0,18,"85.7","80.0",0,1,2,0,0,0
2025-07-18,110,6368,2,12,0,2,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",1,0,0,0,0,"NA",0,0,0,3,"100.0","100.0",0,1,1,0,0,0
2025-07-18,110,6363,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,110,6364,6,209,2,4,2,3,0,0,0,0,0,"NA",3,"75.0",0,"NA",0,3,1,1,2,"100.0",0,1,1,28,"63.6","69.7",5,11,11,0,1,0
2025-07-18,110,6345,12,1012,12,0,0,16,0,0,0,0,0,"NA",2,"28.6",0,"0.0",1,1,0,1,4,"80.0",75,8,13,544,"86.9","76.1",2,3,21,2,3,2
2025-07-18,110,6347,12,604,7,5,7,8,0,0,0,2,0,"302.0",3,"33.3",3,"20.0",1,3,0,4,4,"57.1",3,0,4,62,"69.7","62.1",0,28,11,0,3,0
2025-07-18,110,6356,8,499,5,3,3,5,0,0,0,0,0,"NA",1,"20.0",2,"22.2",1,13,1,0,9,"42.9",5,1,2,210,"77.8","68.9",2,16,8,0,4,0
2025-07-18,110,6344,16,1389,16,0,5,19,0,0,0,0,0,"NA",2,"22.2",0,"0.0",0,13,0,0,10,"58.8",20,3,12,857,"91.0","86.5",2,7,16,0,2,0
2025-07-18,110,6358,16,661,7,9,7,13,0,0,0,1,0,"661.0",4,"66.7",2,"10.0",3,7,0,0,10,"62.5",5,2,3,143,"74.1","62.3",4,29,15,0,2,0
2025-07-18,110,6352,6,54,0,6,0,0,0,0,0,0,0,"NA",0,"0.0",1,"50.0",1,1,0,0,2,"66.7",2,0,2,19,"76.0","63.6",2,5,2,0,0,0
2025-07-18,110,6348,11,590,7,4,5,11,0,0,0,1,0,"590.0",1,"50.0",0,"NA",0,2,0,0,6,"60.0",4,4,8,256,"87.4","85.0",5,14,15,0,4,0
2025-07-18,110,6365,5,21,0,5,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,1,"100.0",0,0,0,4,"57.1","50.0",0,2,0,0,0,0
2025-07-18,110,6353,15,947,14,1,12,16,0,0,0,3,0,"315.7",8,"80.0",3,"75.0",3,9,0,6,3,"50.0",6,3,1,145,"85.8","79.3",5,17,9,0,3,1
2025-07-18,110,6351,13,809,8,5,3,9,0,0,0,0,0,"NA",0,"0.0",5,"41.7",1,5,0,0,9,"60.0",17,5,4,360,"85.3","82.4",1,12,12,0,2,0
2025-07-18,110,6592,3,32,0,3,0,1,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,13,"81.3","78.6",1,2,0,0,0,0
2025-07-18,110,6343,16,1389,16,0,2,19,0,0,0,2,1,"694.5",6,"50.0",4,"22.2",0,5,1,1,9,"52.9",56,5,8,550,"80.1","70.6",9,6,11,0,2,0
2025-07-18,110,6355,9,597,8,1,4,14,0,0,0,0,0,"NA",0,"0.0",0,"NA",0,0,0,1,9,"90.0",26,5,2,349,"88.1","79.3",0,3,11,0,1,0
2025-07-18,110,6349,16,1438,16,0,2,22,0,0,0,1,0,"1438.0",6,"40.0",5,"18.5",6,17,0,1,11,"61.1",17,0,10,547,"79.2","71.3",4,21,10,1,0,0
2025-07-18,116,6481,9,237,3,6,3,5,0,0,0,0,0,"NA",0,"NA",0,"0.0",0,1,0,0,3,"75.0",8,0,3,44,"69.8","54.5",1,2,7,0,1,0
2025-07-18,116,6461,15,971,11,4,8,18,0,0,0,1,0,"971.0",4,"36.4",3,"13.0",1,12,0,2,12,"70.6",2,0,1,341,"80.4","65.1",6,16,13,0,1,0
2025-07-18,116,6455,13,795,10,3,5,13,0,0,0,0,0,"NA",2,"66.7",1,"14.3",1,1,0,0,16,"69.6",47,6,7,255,"78.0","60.4",3,1,13,0,2,0
2025-07-18,116,6465,9,678,7,2,1,11,0,0,0,0,0,"NA",1,"20.0",0,"0.0",0,1,0,0,10,"58.8",10,3,14,214,"75.6","64.2",3,7,17,0,2,0
2025-07-18,116,6477,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,116,6454,15,1305,15,0,1,20,40,4,8,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",14,0,0,234,"63.1","28.3",0,10,0,0,1,0
2025-07-18,116,6467,11,574,6,5,5,11,0,0,0,1,0,"574.0",3,"75.0",2,"22.2",1,1,0,3,7,"41.2",14,0,9,180,"79.6","65.4",8,2,11,0,4,0
2025-07-18,116,6425,11,573,5,6,1,5,0,0,0,1,0,"573.0",1,"33.3",4,"19.0",0,3,0,0,1,"100.0",13,1,3,181,"84.6","72.6",1,22,7,0,0,0
2025-07-18,116,6473,9,474,6,3,5,6,0,0,0,0,0,"NA",0,"0.0",0,"NA",1,1,1,0,12,"75.0",6,4,5,181,"85.4","82.7",6,15,5,0,2,0
2025-07-18,116,6463,15,1152,13,2,5,19,0,0,0,0,0,"NA",0,"0.0",1,"33.3",0,7,0,0,6,"50.0",17,4,13,446,"83.1","70.7",2,6,16,0,2,0
2025-07-18,116,6470,16,1440,16,0,0,25,0,0,0,1,1,"1440.0",1,"20.0",1,"50.0",0,3,0,0,17,"63.0",93,8,15,654,"85.9","75.0",6,8,20,0,2,0
2025-07-18,116,6458,15,762,7,8,2,17,0,0,0,0,0,"NA",1,"50.0",1,"50.0",1,5,0,0,7,"63.6",10,1,5,255,"81.5","73.3",2,7,19,0,3,0
2025-07-18,116,6464,15,1342,15,0,1,21,0,0,0,0,0,"NA",0,"0.0",0,"0.0",0,2,0,0,12,"63.2",99,8,9,633,"79.3","59.2",6,17,14,1,4,0
2025-07-18,116,6466,13,302,1,12,1,5,0,0,0,0,0,"NA",1,"33.3",0,"0.0",0,1,1,3,1,"25.0",2,0,1,36,"65.5","55.0",0,23,20,0,3,0
2025-07-18,116,6456,9,452,4,5,1,6,0,0,0,0,0,"NA",1,"100.0",0,"0.0",0,0,0,0,5,"55.6",37,1,3,233,"82.0","65.7",1,7,5,0,0,0
2025-07-18,116,6474,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,116,6468,7,395,3,4,0,10,0,0,0,0,0,"NA",0,"NA",0,"0.0",0,1,0,1,3,"50.0",12,3,4,166,"77.6","63.4",3,2,2,0,1,0
2025-07-18,116,6593,11,555,7,4,5,13,0,0,0,1,1,"555.0",3,"60.0",3,"17.6",0,6,0,0,12,"48.0",15,0,5,179,"74.6","58.7",11,13,16,1,3,0
2025-07-18,116,6459,16,1153,14,2,9,19,0,0,0,4,0,"288.3",6,"75.0",3,"11.5",1,6,0,3,16,"69.6",12,0,7,195,"71.2","59.7",11,24,14,0,3,0
2025-07-18,116,6594,9,350,3,6,3,8,0,0,0,1,0,"350.0",1,"33.3",2,"22.2",0,5,0,0,3,"60.0",14,1,3,54,"65.9","56.3",0,2,4,0,0,0
2025-07-18,116,6457,4,250,4,0,4,6,0,0,0,1,0,"250.0",2,"100.0",1,"25.0",0,1,0,0,5,"55.6",10,0,3,74,"72.5","57.1",0,4,3,0,1,0
2025-07-18,116,6475,5,21,0,5,0,1,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,7,"46.7","46.2",1,0,2,0,1,0
2025-07-18,116,6462,16,1019,12,4,12,17,0,0,0,2,1,"509.5",6,"42.9",3,"20.0",1,8,0,3,10,"76.9",1,0,9,197,"77.3","67.5",12,22,26,0,3,0
2025-07-18,116,6471,2,135,1,1,0,5,3,0,1,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",1,0,0,27,"60.0","23.5",0,0,0,0,0,0
2025-07-18,116,6480,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,116,6460,15,1145,14,1,6,17,0,0,0,3,0,"381.7",11,"61.1",0,"NA",3,6,1,10,3,"42.9",4,2,3,129,"79.1","75.4",5,23,37,0,0,0
2025-07-18,101,6042,15,1177,13,2,0,11,0,0,0,0,0,"NA",0,"0.0",0,"NA",0,3,0,0,11,"68.8",85,15,5,727,"88.4","74.2",2,12,4,0,0,0
2025-07-18,101,6030,14,810,10,4,7,9,0,0,0,0,0,"NA",0,"0.0",1,"12.5",1,4,0,0,11,"50.0",13,4,9,306,"90.3","81.5",6,7,7,0,1,0
2025-07-18,101,6031,10,662,7,3,2,8,0,0,0,0,0,"NA",0,"NA",0,"NA",1,2,0,0,3,"75.0",38,4,8,358,"89.5","72.0",0,12,9,0,2,0
2025-07-18,101,6033,13,856,10,3,4,7,0,0,0,0,0,"NA",0,"0.0",5,"41.7",1,4,0,0,17,"73.9",13,3,9,356,"81.7","71.0",6,9,7,0,1,0
2025-07-18,101,6047,5,21,0,5,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,1,0,0,1,"100.0",1,0,0,5,"50.0","62.5",0,0,3,0,1,0
2025-07-18,101,6050,17,1247,13,4,3,14,0,0,0,0,0,"NA",0,"0.0",2,"13.3",0,6,1,1,16,"80.0",49,4,8,485,"84.3","70.4",6,16,18,0,3,0
2025-07-18,101,6595,4,19,0,4,0,1,0,0,0,0,0,"NA",0,"NA",1,"100.0",0,0,0,0,0,"NA",0,0,0,11,"78.6","85.7",1,1,0,0,0,0
2025-07-18,101,6046,6,471,5,1,0,4,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,4,"100.0",34,3,2,207,"83.8","64.6",1,4,3,0,1,0
2025-07-18,101,6028,1,90,1,0,0,2,1,1,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",1,0,0,18,"78.3","42.9",0,0,0,0,0,0
2025-07-18,101,6044,17,1206,14,3,10,11,0,0,0,11,5,"109.6",22,"66.7",0,"0.0",3,14,1,6,8,"80.0",9,0,1,121,"63.7","59.3",7,13,28,0,1,0
2025-07-18,101,6045,3,117,1,2,1,0,0,0,0,0,0,"NA",1,"50.0",0,"NA",0,2,0,0,3,"75.0",1,0,0,42,"77.8","64.5",2,2,0,0,0,0
2025-07-18,101,6041,10,307,3,7,3,3,0,0,0,1,0,"307.0",5,"83.3",1,"33.3",0,2,0,0,1,"50.0",3,2,3,70,"73.7","68.4",3,6,1,0,0,0
2025-07-18,101,6052,17,1433,17,0,5,13,0,0,0,3,0,"477.7",4,"57.1",0,"0.0",0,10,1,4,30,"61.2",22,3,19,628,"88.2","78.1",10,33,28,0,9,0
2025-07-18,101,6048,8,267,2,6,2,5,0,0,0,0,0,"NA",0,"NA",1,"12.5",0,5,0,0,1,"50.0",6,2,3,52,"72.2","61.5",1,8,11,0,0,0
2025-07-18,101,6032,16,1379,15,1,0,15,0,0,0,1,0,"1379.0",6,"33.3",0,"0.0",1,10,0,0,19,"65.5",21,2,23,1035,"89.1","78.4",7,25,27,1,5,0
2025-07-18,101,6027,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,101,6035,14,1101,13,1,8,10,0,0,0,8,0,"137.6",14,"63.6",0,"0.0",3,10,1,7,8,"80.0",1,0,1,141,"73.4","65.7",7,26,17,0,0,0
2025-07-18,101,6037,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,101,6036,15,860,11,4,9,10,0,0,0,3,0,"286.7",7,"58.3",1,"11.1",2,21,1,2,12,"57.1",7,1,1,280,"83.6","76.7",11,36,11,0,0,1
2025-07-18,101,6038,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,101,6039,6,116,0,6,0,2,0,0,0,1,0,"116.0",2,"50.0",0,"NA",1,2,0,2,0,"NA",1,2,1,31,"88.6","86.4",2,0,1,0,0,0
2025-07-18,101,6029,12,248,2,10,2,3,0,0,0,0,0,"NA",0,"NA",0,"NA",0,1,0,1,4,"66.7",8,1,3,91,"85.0","78.9",5,4,1,0,0,0
2025-07-18,101,6040,8,671,8,0,2,7,0,0,0,0,0,"NA",0,"NA",0,"NA",0,1,0,0,0,"0.0",34,10,4,496,"89.4","71.5",1,7,6,0,0,0
2025-07-18,101,6596,1,16,0,1,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,7,"77.8","66.7",0,0,2,0,0,0
2025-07-18,101,6051,17,1504,17,0,9,15,0,0,0,4,0,"376.0",24,"47.1",16,"29.6",7,36,0,4,12,"63.2",18,0,6,645,"79.1","62.1",20,24,17,0,6,0
2025-07-18,101,6034,17,792,9,8,8,11,0,0,0,1,0,"792.0",4,"80.0",2,"40.0",0,10,0,3,8,"66.7",7,0,5,262,"84.5","79.6",6,24,22,1,4,0
2025-07-18,101,6049,16,1440,16,0,0,14,43,17,3,0,0,"NA",0,"NA",0,"NA",0,1,0,0,0,"NA",17,0,0,340,"73.6","28.8",1,1,0,0,3,0
2025-07-18,100,6024,1,1,0,1,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,100,6020,7,282,3,4,1,7,0,0,0,0,0,"NA",0,"0.0",2,"20.0",0,5,0,0,0,"0.0",5,1,3,119,"93.0","79.7",1,4,2,0,2,0
2025-07-18,100,6008,17,1446,17,0,7,22,0,0,0,8,1,"180.8",13,"50.0",1,"14.3",1,9,0,19,2,"66.7",9,2,2,115,"71.9","58.9",7,25,18,0,3,0
2025-07-18,100,6025,3,270,3,0,0,7,6,1,5,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",7,0,0,52,"57.8","16.1",0,0,0,0,0,0
2025-07-18,100,6597,2,41,0,2,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,3,"75.0","50.0",0,0,1,0,0,0
2025-07-18,100,6003,9,664,7,2,1,12,0,0,0,0,0,"NA",0,"NA",0,"0.0",0,2,0,0,9,"60.0",44,2,5,404,"87.6","77.3",3,8,10,0,4,0
2025-07-18,100,6007,14,1060,12,2,4,19,0,0,0,0,0,"NA",5,"38.5",3,"27.3",1,14,0,0,8,"80.0",9,1,6,52,"57.8","16.1",0,3,9,0,2,0
2025-07-18,100,6002,10,842,10,0,2,13,0,0,0,1,0,"842.0",1,"100.0",0,"NA",0,0,0,0,8,"100.0",51,6,3,523,"83.4","72.8",3,4,15,0,1,0
2025-07-18,100,6004,3,205,3,0,2,4,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,1,"100.0",11,2,3,386,"90.6","78.6",1,2,2,0,0,0
2025-07-18,100,6026,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,100,6013,13,782,9,4,4,12,0,0,0,0,0,"NA",0,"0.0",1,"33.3",1,4,0,0,11,"68.8",16,1,10,325,"76.7","70.8",10,13,27,1,4,0
2025-07-18,100,6015,16,1347,15,1,2,20,0,0,0,1,0,"1347.0",4,"22.2",1,"6.3",1,17,0,1,25,"71.4",15,2,11,320,"71.9","59.5",7,26,28,1,4,0
2025-07-18,100,6010,8,640,7,1,2,13,0,0,0,1,0,"640.0",2,"28.6",1,"8.3",1,5,0,1,5,"55.6",10,1,4,177,"79.4","63.8",4,9,10,0,0,0
2025-07-18,100,6005,9,323,4,5,2,6,0,0,0,0,0,"NA",0,"0.0",1,"50.0",0,6,0,0,0,"0.0",5,0,4,167,"88.4","84.4",0,6,5,0,0,1
2025-07-18,100,6022,14,932,11,3,7,12,0,0,0,0,0,"NA",1,"33.3",1,"7.1",0,2,1,0,8,"50.0",40,3,6,289,"84.8","74.7",6,16,14,0,2,0
2025-07-18,100,6012,13,930,11,2,4,9,0,0,0,1,0,"930.0",6,"54.5",1,"9.1",2,20,0,0,14,"77.8",4,1,4,324,"84.2","74.9",18,10,5,0,2,0
2025-07-18,100,6016,6,425,5,1,3,3,0,0,0,0,0,"NA",0,"NA",0,"NA",0,2,0,0,4,"80.0",29,2,5,189,"81.5","62.6",0,4,3,0,1,0
2025-07-18,100,6011,17,1308,14,3,2,22,0,0,0,1,0,"1308.0",1,"100.0",0,"0.0",0,4,0,1,13,"76.5",63,7,11,586,"80.7","64.9",6,11,14,0,3,0
2025-07-18,100,6018,1,15,0,1,0,0,0,0,0,0,0,"NA",0,"NA",0,"0.0",0,0,0,0,0,"NA",0,0,0,4,"80.0","57.1",0,0,0,0,0,0
2025-07-18,100,6014,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,100,6598,13,825,9,4,1,15,0,0,0,0,0,"NA",2,"40.0",0,"0.0",0,0,0,0,11,"57.9",48,6,7,337,"82.2","71.8",1,9,10,0,3,0
2025-07-18,100,6009,17,647,6,11,6,15,0,0,0,0,0,"NA",9,"60.0",2,"10.5",1,3,0,5,8,"80.0",4,2,5,82,"70.7","58.3",9,15,15,0,2,0
2025-07-18,100,6021,1,29,0,1,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",1,0,0,5,"71.4","60.0",0,1,0,0,0,0
2025-07-18,100,6019,10,452,4,6,1,10,0,0,0,0,0,"NA",2,"50.0",1,"50.0",2,7,0,0,10,"71.4",8,1,7,189,"77.1","71.4",3,16,9,0,3,0
2025-07-18,100,6017,14,463,3,11,3,4,0,0,0,1,0,"463.0",2,"66.7",3,"23.1",0,6,0,1,4,"50.0",5,2,4,77,"70.6","62.9",10,10,10,0,1,0
2025-07-18,100,6006,15,971,12,3,10,12,0,0,0,3,0,"323.7",8,"61.5",1,"12.5",0,8,0,4,11,"68.8",7,0,6,240,"81.1","68.3",7,9,10,0,2,0
2025-07-18,100,6001,11,691,8,3,3,11,0,0,0,0,0,"NA",0,"0.0",4,"30.8",2,3,0,2,9,"64.3",28,2,3,187,"75.7","67.9",5,13,10,0,1,0
2025-07-18,100,6000,14,1260,14,0,0,17,40,10,6,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",13,0,0,244,"65.8","19.4",0,5,0,0,1,0
2025-07-18,102,6198,6,220,3,3,3,3,0,0,0,0,0,"NA",0,"NA",0,"NA",1,2,0,0,4,"66.7",1,0,1,105,"89.0","81.4",3,1,4,0,1,0
2025-07-18,102,6196,1,68,0,1,0,0,3,0,2,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",3,0,0,15,"78.9","0.0",0,2,0,0,0,0
2025-07-18,102,6177,4,276,3,1,0,5,0,0,0,0,0,"NA",0,"NA",0,"NA",0,1,0,0,3,"60.0",16,3,2,111,"81.6","69.8",2,1,5,0,1,0
2025-07-18,102,6199,12,542,5,7,2,12,0,0,0,5,2,"108.4",7,"58.3",0,"0.0",1,6,0,6,0,"0.0",5,0,2,57,"70.4","63.5",0,8,7,0,1,0
2025-07-18,102,6184,5,198,2,3,1,5,0,0,0,0,0,"NA",0,"NA",0,"NA",1,0,0,0,2,"33.3",4,0,3,64,"86.5","83.3",1,2,1,0,0,0
2025-07-18,102,6186,7,491,6,1,5,8,0,0,0,1,0,"491.0",3,"75.0",1,"10.0",1,4,0,0,3,"60.0",2,1,2,84,"75.0","60.7",8,6,5,0,0,0
2025-07-18,102,6180,10,269,2,8,2,6,0,0,0,1,0,"269.0",1,"50.0",0,"0.0",1,2,1,1,1,"50.0",4,0,1,43,"68.3","56.3",4,5,4,0,1,0
2025-07-18,102,6190,14,918,11,3,8,15,0,0,0,2,0,"459.0",4,"36.4",2,"20.0",0,6,0,1,5,"71.4",5,0,1,215,"81.4","73.6",7,11,21,0,4,1
2025-07-18,102,6197,7,344,5,2,4,5,0,0,0,0,0,"NA",0,"0.0",1,"20.0",0,0,0,1,9,"60.0",9,1,0,92,"75.4","62.0",1,3,4,0,0,0
2025-07-18,102,6599,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,102,6189,15,967,12,3,11,14,0,0,0,0,0,"NA",3,"25.0",3,"23.1",2,10,0,5,9,"75.0",4,0,2,134,"79.8","72.1",7,17,21,0,5,0
2025-07-18,102,6175,11,833,10,1,1,13,15,12,4,0,0,"NA",0,"NA",0,"NA",0,1,0,0,0,"0.0",14,0,0,193,"71.0","20.8",0,0,0,0,0,0
2025-07-18,102,6183,13,649,7,6,7,8,0,0,0,0,0,"NA",6,"26.1",0,"0.0",1,12,1,1,12,"70.6",8,1,5,198,"80.8","68.2",12,7,12,0,1,0
2025-07-18,102,6181,7,344,3,4,1,7,0,0,0,0,0,"NA",2,"40.0",2,"25.0",0,6,0,0,3,"75.0",0,1,1,36,"56.3","50.0",1,6,6,0,1,0
2025-07-18,102,6185,10,838,9,1,0,15,0,0,0,0,0,"NA",1,"25.0",1,"33.3",0,4,0,1,14,"58.3",24,2,15,381,"87.4","78.4",5,8,10,0,0,0
2025-07-18,102,6178,15,1350,15,0,0,22,0,0,0,2,0,"675.0",3,"37.5",1,"50.0",0,4,0,0,7,"63.6",88,17,23,862,"84.1","73.0",3,9,7,0,1,0
2025-07-18,102,6600,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
