"snap_date","team_id","player_id","games_played","mins_played","starts","subbed_on","subbed_off","goals_conceded","saves","catches","punches","goals","penalties","mins_per_goal","shots_on_target","shooting_accuracy","successful_crosses","crossing_accuracy","assists","key_passes","penalties_won","offsides","tackles_won","tackles_success_rate","clearances","blocks","interceptions","successful_passes","passing_accuracy","passing_accuracy_in_opponents_half","successful_dribbles","fouls_won","fouls_conceded","penalties_conceded","yellow_cards","red_cards"
2025-07-18,102,6192,10,858,10,0,2,13,0,0,0,0,0,"NA",1,"33.3",0,"NA",0,0,0,1,5,"71.4",49,5,5,532,"86.6","74.0",1,5,6,0,0,0
2025-07-18,102,6191,14,946,10,4,5,16,0,0,0,4,1,"236.5",6,"50.0",4,"25.0",0,15,1,2,4,"57.1",10,2,6,251,"77.2","59.2",6,21,18,0,3,0
2025-07-18,102,6179,12,893,9,3,2,13,0,0,0,1,0,"893.0",3,"37.5",9,"29.0",1,6,0,1,22,"66.7",18,4,4,283,"74.9","66.0",2,9,17,0,3,1
2025-07-18,102,6188,2,11,0,2,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,1,"50.0","50.0",0,0,1,0,0,0
2025-07-18,102,6187,10,637,7,3,2,9,0,0,0,0,0,"NA",2,"40.0",3,"37.5",1,11,0,0,5,"71.4",9,2,3,253,"85.8","71.0",1,18,7,0,2,0
2025-07-18,102,6193,4,449,5,0,0,9,15,3,2,0,0,"NA",0,"NA",0,"NA",0,1,0,0,0,"NA",5,0,0,156,"77.2","25.5",1,1,1,0,1,1
2025-07-18,102,6541,7,284,3,4,1,5,0,0,0,0,0,"NA",0,"0.0",3,"15.8",0,4,0,0,2,"66.7",11,0,2,97,"77.0","59.8",1,1,5,2,0,0
2025-07-18,102,6601,14,817,10,4,6,11,0,0,0,1,0,"817.0",3,"42.9",1,"20.0",0,3,0,2,3,"37.5",8,2,6,96,"76.8","74.0",8,13,12,0,2,0
2025-07-18,102,6176,12,850,9,3,2,14,0,0,0,0,0,"NA",0,"0.0",4,"18.2",0,10,0,0,13,"61.9",25,4,12,305,"81.6","69.2",6,17,24,0,5,0
2025-07-18,102,6194,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,102,6182,13,977,12,1,2,18,0,0,0,0,0,"NA",5,"55.6",0,"0.0",0,1,0,0,7,"63.6",20,2,10,293,"85.9","76.8",5,23,14,0,0,1
2025-07-18,104,6234,10,855,10,0,1,8,0,0,0,1,0,"855.0",3,"50.0",0,"0.0",1,3,1,1,9,"50.0",70,6,9,244,"68.3","50.6",4,23,22,0,2,0
2025-07-18,104,6244,5,85,0,5,0,1,0,0,0,0,0,"NA",0,"NA",0,"0.0",0,0,0,0,1,"100.0",0,0,0,27,"77.1","71.4",1,1,1,0,0,0
2025-07-18,104,6228,1,3,0,1,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,1,"33.3","100.0",0,0,0,0,0,0
2025-07-18,104,6230,13,1075,12,1,2,12,0,0,0,8,4,"134.4",15,"50.0",2,"16.7",1,11,1,2,6,"100.0",3,1,4,126,"59.7","55.2",10,16,16,0,1,0
2025-07-18,104,6245,14,1147,13,1,3,12,0,0,0,0,0,"NA",0,"0.0",0,"NA",0,0,0,2,8,"80.0",65,10,14,343,"84.1","64.4",0,30,17,2,5,0
2025-07-18,104,6421,2,180,2,0,0,2,2,1,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",2,0,0,34,"63.0","22.7",0,0,0,0,0,0
2025-07-18,104,6238,15,960,11,4,6,9,0,0,0,0,0,"NA",4,"50.0",4,"23.5",1,15,0,3,11,"52.4",11,0,9,229,"69.2","59.5",3,11,16,0,4,0
2025-07-18,104,6236,12,737,10,2,9,6,0,0,0,2,0,"368.5",5,"55.6",1,"11.1",1,12,0,0,11,"73.3",5,0,7,129,"67.9","60.8",12,8,13,0,2,0
2025-07-18,104,6224,14,1121,14,0,5,13,0,0,0,1,0,"1121.0",2,"18.2",7,"21.2",1,7,1,3,16,"61.5",34,2,12,197,"69.4","54.3",8,20,16,0,2,1
2025-07-18,104,6227,15,1306,15,0,3,14,0,0,0,1,0,"1306.0",6,"46.2",0,"0.0",0,6,0,0,14,"46.7",23,5,13,286,"75.1","67.1",12,19,22,1,3,0
2025-07-18,104,6231,14,591,6,8,6,6,0,0,0,2,0,"295.5",5,"50.0",2,"50.0",1,3,0,1,5,"38.5",3,0,4,83,"64.8","60.0",9,6,3,0,0,0
2025-07-18,104,6241,16,524,4,12,4,10,0,0,0,2,0,"262.0",6,"75.0",3,"17.6",2,8,0,1,7,"58.3",5,3,8,103,"76.3","60.6",4,14,15,0,0,0
2025-07-18,104,6422,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,104,6242,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,104,6237,12,396,3,9,4,3,0,0,0,2,0,"198.0",5,"62.5",1,"50.0",0,3,0,0,2,"66.7",7,3,1,65,"60.7","58.5",2,7,8,0,1,0
2025-07-18,104,6246,13,1170,13,0,0,13,24,10,5,0,0,"NA",0,"NA",0,"NA",0,1,0,0,0,"NA",14,0,0,156,"51.7","25.8",0,4,0,0,1,0
2025-07-18,104,6225,10,564,5,5,1,6,0,0,0,0,0,"NA",0,"0.0",0,"0.0",1,2,0,0,4,"80.0",44,4,4,142,"80.2","63.0",0,10,13,0,4,0
2025-07-18,104,6233,13,1080,12,1,1,12,0,0,0,1,0,"1080.0",4,"80.0",7,"50.0",2,14,0,0,9,"52.9",56,7,8,355,"70.4","61.3",0,17,10,0,1,0
2025-07-18,104,6235,6,123,1,5,1,3,0,0,0,1,0,"123.0",1,"50.0",0,"0.0",0,0,0,0,2,"100.0",3,0,2,30,"78.9","65.2",1,1,1,0,0,0
2025-07-18,104,6423,11,650,6,5,1,9,0,0,0,1,0,"650.0",4,"44.4",2,"40.0",1,7,0,0,15,"75.0",15,1,6,204,"78.2","71.5",3,0,18,0,3,0
2025-07-18,104,6243,12,919,10,2,3,10,0,0,0,0,0,"NA",0,"0.0",10,"27.8",3,9,1,0,15,"57.7",26,3,10,188,"71.8","57.4",1,19,24,0,3,0
2025-07-18,104,6232,9,686,8,1,3,9,0,0,0,0,0,"NA",0,"0.0",4,"19.0",0,2,0,4,10,"76.9",15,1,2,108,"66.7","52.6",2,6,10,0,1,0
2025-07-18,108,6311,10,566,8,2,8,6,0,0,0,0,0,"NA",4,"50.0",0,"0.0",2,2,0,2,3,"75.0",3,0,0,71,"65.7","57.5",2,6,15,0,0,0
2025-07-18,104,6240,3,154,2,1,2,3,0,0,0,0,0,"NA",0,"0.0",0,"NA",0,0,0,0,0,"NA",0,0,0,12,"63.2","61.1",0,0,4,0,1,0
2025-07-18,104,6229,9,366,4,5,4,6,0,0,0,1,0,"366.0",2,"33.3",0,"0.0",2,12,0,2,7,"70.0",2,0,1,90,"71.4","60.6",9,6,11,0,0,0
2025-07-18,106,6247,14,1260,14,0,0,21,0,0,0,0,0,"NA",0,"0.0",5,"23.8",3,19,1,1,25,"65.8",36,2,11,378,"77.1","59.4",8,25,26,0,2,0
2025-07-18,106,6250,12,590,5,7,5,12,0,0,0,1,0,"590.0",6,"75.0",0,"0.0",0,2,1,1,8,"80.0",6,1,3,88,"75.2","62.4",9,9,11,0,3,0
2025-07-18,106,6253,10,680,8,2,5,14,0,0,0,0,0,"NA",2,"25.0",2,"40.0",0,8,0,0,2,"50.0",1,0,5,262,"87.6","81.8",5,6,6,0,1,0
2025-07-18,106,6263,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,106,6252,14,1173,13,1,3,19,0,0,0,4,0,"293.3",10,"41.7",0,"0.0",2,9,0,7,2,"50.0",7,0,5,113,"64.9","55.6",5,25,23,0,4,0
2025-07-18,106,6262,9,355,5,4,3,9,0,0,0,0,0,"NA",0,"0.0",0,"0.0",0,1,0,0,6,"85.7",21,1,4,177,"78.7","55.6",2,4,10,0,1,1
2025-07-18,106,6264,10,415,4,6,2,8,0,0,0,5,2,"83.0",9,"52.9",0,"0.0",0,6,0,1,3,"50.0",6,0,3,47,"62.7","50.0",3,9,9,0,1,0
2025-07-18,106,6255,13,1005,11,2,0,15,0,0,0,0,0,"NA",1,"16.7",0,"NA",1,2,0,0,3,"50.0",63,9,10,391,"78.2","56.1",2,8,9,0,0,1
2025-07-18,106,6258,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,106,6267,12,843,11,1,8,12,0,0,0,0,0,"NA",0,"0.0",0,"NA",0,1,0,0,7,"38.9",18,2,26,273,"86.9","77.4",2,14,16,0,4,0
2025-07-18,106,6417,1,53,1,0,1,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,1,"50.0",0,0,0,34,"91.9","83.3",0,1,1,0,0,0
2025-07-18,106,6257,11,510,5,6,6,6,0,0,0,1,0,"510.0",2,"66.7",1,"25.0",1,0,0,0,3,"100.0",3,1,4,83,"74.1","69.9",3,8,14,0,1,0
2025-07-18,106,6249,13,788,8,5,2,16,0,0,0,0,0,"NA",0,"NA",0,"NA",0,1,0,0,12,"75.0",15,4,8,216,"84.0","77.9",2,7,17,0,3,1
2025-07-18,106,6251,6,305,3,3,1,6,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,2,"28.6",6,0,2,94,"83.9","77.4",1,1,2,0,0,0
2025-07-18,106,6254,11,787,10,1,4,14,0,0,0,1,1,"787.0",9,"69.2",3,"30.0",1,8,0,7,3,"75.0",4,0,2,104,"69.3","60.5",16,14,6,0,0,0
2025-07-18,106,6266,12,442,4,8,2,5,0,0,0,0,0,"NA",0,"0.0",4,"30.8",0,6,0,1,8,"80.0",2,0,4,52,"61.9","57.1",5,13,22,0,2,1
2025-07-18,106,6256,2,94,2,0,2,3,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,1,"100.0",1,1,1,9,"69.2","80.0",0,1,0,0,0,0
2025-07-18,106,6260,11,896,10,1,2,11,0,0,0,1,0,"896.0",3,"30.0",0,"NA",0,1,1,0,7,"77.8",39,1,9,301,"77.0","61.5",1,6,6,0,0,0
2025-07-18,106,6261,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,106,6259,12,1079,12,0,0,16,0,0,0,0,0,"NA",0,"0.0",19,"25.0",2,23,0,0,13,"65.0",27,2,17,327,"77.9","57.8",20,20,13,0,1,1
2025-07-18,106,6248,14,1254,14,0,1,21,0,0,0,2,0,"627.0",2,"40.0",0,"NA",0,4,0,0,8,"50.0",59,9,13,469,"78.4","61.7",6,15,16,1,1,0
2025-07-18,106,6265,14,1260,14,0,0,212,34,15,1,0,0,"NA",0,"NA",0,"NA",0,0,0,0,1,"50.0",5,0,0,239,"64.9","29.0",0,3,0,0,4,0
2025-07-18,108,6292,4,286,3,1,0,7,10,2,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",2,0,0,59,"78.7","28.6",0,0,0,0,0,0
2025-07-18,108,6316,13,1154,13,0,1,17,31,7,9,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",17,0,0,215,"63.2","29.9",0,5,1,1,1,0
2025-07-18,108,6299,9,558,7,2,4,10,0,0,0,0,0,"NA",0,"0.0",0,"0.0",0,3,0,0,3,"50.0",0,0,8,122,"73.5","66.0",10,20,18,0,3,0
2025-07-18,108,6307,10,805,9,1,2,14,0,0,0,0,0,"NA",1,"100.0",1,"12.5",0,2,0,0,12,"63.2",21,4,11,263,"81.2","66.9",3,8,14,0,4,0
2025-07-18,108,6310,5,168,2,3,2,6,0,0,0,0,0,"NA",0,"0.0",0,"0.0",0,2,0,1,3,"100.0",5,0,1,58,"84.1","67.9",1,3,3,0,2,0
2025-07-18,108,6303,1,73,1,0,1,0,0,0,0,0,0,"NA",0,"0.0",0,"0.0",0,1,0,0,0,"0.0",2,1,0,17,"73.9","42.9",0,0,1,0,0,0
2025-07-18,108,6314,8,192,2,6,3,7,0,0,0,0,0,"NA",0,"NA",0,"0.0",0,0,0,0,0,"NA",2,1,1,22,"64.7","40.9",3,1,10,0,3,0
2025-07-18,108,6297,4,75,0,4,0,1,0,0,0,0,0,"NA",0,"NA",1,"16.7",0,1,0,1,0,"100.0",0,0,0,14,"82.4","53.3",2,2,2,0,0,0
2025-07-18,108,6296,15,783,7,8,4,9,0,0,0,1,0,"783.0",2,"28.6",6,"26.1",0,10,0,5,1,"50.0",13,1,1,178,"84.8","75.0",9,10,8,0,0,0
2025-07-18,108,6294,16,1440,16,0,0,24,0,0,0,0,0,"NA",1,"100.0",0,"0.0",0,5,0,0,4,"66.7",75,19,9,621,"86.9","64.4",2,8,24,0,6,0
2025-07-18,108,6308,14,956,10,4,2,18,0,0,0,0,0,"NA",1,"16.7",0,"NA",0,1,0,0,9,"50.0",35,12,1,514,"92.1","80.2",6,7,9,1,1,0
2025-07-18,108,6301,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,108,6293,9,608,8,1,6,13,0,0,0,0,0,"NA",0,"NA",1,"50.0",0,1,0,2,4,"57.1",26,2,4,263,"86.8","71.7",3,3,8,0,2,0
2025-07-18,108,6304,12,918,11,1,7,11,0,0,0,0,0,"NA",0,"0.0",0,"0.0",2,10,0,0,10,"62.5",12,3,9,322,"87.3","83.4",7,11,18,0,2,0
2025-07-18,108,6318,0,0,0,0,0,0,0,0,0,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",0,0,0,0,"NA","NA",0,0,0,0,0,0
2025-07-18,108,6312,15,1290,15,0,2,21,0,0,0,0,0,"NA",1,"20.0",11,"26.8",4,20,1,4,24,"58.5",32,3,11,434,"81.6","60.5",6,22,24,0,5,0
2025-07-18,108,6309,16,1409,16,0,2,23,0,0,0,1,1,"1409.0",9,"47.4",3,"23.1",1,16,0,0,10,"83.3",16,2,4,423,"84.1","74.1",15,18,19,0,5,0
2025-07-18,108,6313,6,274,3,3,3,6,0,0,0,0,0,"NA",0,"NA",1,"100.0",1,1,0,0,6,"60.0",5,0,1,90,"76.3","75.9",5,9,8,1,1,0
2025-07-18,108,6295,13,646,7,6,3,17,0,0,0,0,0,"NA",0,"0.0",1,"25.0",0,2,0,0,8,"80.0",7,3,1,221,"82.5","72.5",5,3,7,0,2,0
2025-07-18,108,6315,7,372,5,2,5,5,0,0,0,0,0,"NA",0,"NA",0,"NA",0,1,0,0,0,"0.0",3,1,4,158,"91.9","91.2",0,4,9,0,0,0
2025-07-18,108,6298,10,259,1,9,1,8,0,0,0,2,0,"129.5",6,"75.0",0,"0.0",0,2,1,0,2,"66.7",1,0,0,23,"65.7","51.9",2,3,5,0,0,0
2025-07-18,108,6300,12,993,11,1,2,11,0,0,0,1,0,"993.0",5,"41.7",0,"0.0",0,16,0,1,10,"58.8",3,0,1,341,"87.4","80.6",14,10,8,0,1,0
2025-07-18,101,6036,16,1354,15,1,4,21,0,0,0,6,0,"225.7",19,"65.5",1,"16.7",0,6,0,19,8,"53.3",14,1,2,170,"72.3","61.8",10,29,20,0,3,0
2025-07-18,108,6305,7,379,5,2,3,5,0,0,0,0,0,"NA",0,"NA",0,"NA",0,1,0,0,6,"66.7",27,5,7,113,"76.4","55.8",1,2,1,0,2,0
2025-07-18,108,6306,11,693,7,4,2,7,0,0,0,2,0,"346.5",3,"60.0",1,"7.7",0,4,0,5,14,"70.0",26,2,10,201,"81.7","70.2",7,25,11,0,2,0
2025-07-18,108,6311,10,566,8,2,8,6,0,0,0,0,0,"NA",4,"50.0",0,"0.0",2,2,0,2,3,"75.0",3,0,0,71,"65.7","57.5",2,6,15,0,0,0
2025-07-18,109,6319,11,990,11,0,0,18,23,6,6,0,0,"NA",0,"NA",0,"NA",0,0,0,0,0,"NA",12,0,0,202,"76.2","36.8",0,2,0,0,2,0
2025-07-18,109,6338,11,593,6,5,0,7,0,0,0,1,0,"593.0",8,"61.5",10,"38.5",0,15,0,4,5,"83.3",3,1,3,153,"79.3","65.6",17,14,7,0,1,1
2025-07-18,109,6337,7,580,7,0,2,6,0,0,0,2,0,"290.0",5,"45.5",0,"0.0",0,4,0,4,1,"25.0",0,0,0,57,"79.2","74.5",0,13,11,0,1,1
2025-07-18,109,6328,8,462,5,3,1,8,0,0,0,0,0,"NA",0,"0.0",2,"40.0",0,4,0,1,0,"0.0",19,2,2,240,"87.9","78.4",3,3,2,0,0,0
2025-07-18,109,6602,3,197,3,0,3,2,0,0,0,0,0,"NA",2,"66.7",0,"0.0",1,3,0,0,1,"100.0",1,1,0,56,"81.2","79.6",0,1,1,0,1,0
2025-07-18,109,6342,9,568,7,2,4,6,0,0,0,3,0,"189.3",6,"60.0",0,"0.0",0,3,0,1,5,"62.5",9,0,0,38,"55.1","48.0",5,13,20,0,1,0
2025-07-18,109,6321,16,1423,16,0,1,23,0,0,0,0,0,"NA",0,"0.0",0,"0.0",0,2,0,1,10,"55.6",78,10,10,990,"90.4","76.8",1,8,15,1,4,0
2025-07-18,109,6330,2,91,1,1,0,3,0,0,0,0,0,"NA",0,"0.0",0,"NA",0,0,0,0,3,"60.0",0,0,0,46,"92.0","86.2",1,0,1,0,0,0
2025-07-18,109,6320,16,1408,16,0,3,20,0,0,0,1,0,"1408.0",3,"37.5",2,"20.0",0,17,0,0,23,"71.9",18,5,18,643,"88.8","80.0",6,11,30,0,6,0
2025-07-18,109,6326,16,1406,16,0,3,23,0,0,0,3,0,"468.7",9,"56.3",13,"28.3",3,17,0,0,10,"55.6",8,1,4,307,"79.1","67.4",20,9,10,0,1,0
2025-07-18,109,6324,16,1296,15,1,7,18,0,0,0,2,0,"648.0",7,"35.0",2,"28.6",0,9,0,1,12,"54.5",9,1,14,498,"87.8","81.0",15,18,17,0,3,0
2025-07-18,109,6335,11,512,4,7,1,9,0,0,0,0,0,"NA",0,"0.0",0,"0.0",0,1,0,0,6,"85.7",27,3,7,288,"88.6","80.8",0,8,7,0,0,0
2025-07-18,104,6241,15,520,4,11,4,10,0,0,0,2,0,"260.0",6,"75.0",3,"17.6",2,8,0,1,7,"58.3",5,3,8,102,"76.7","61.1",4,14,15,0,0,0
2025-07-18,109,6332,9,323,3,6,2,10,0,0,0,0,0,"NA",1,"20.0",0,"0.0",0,1,0,1,4,"80.0",5,0,2,92,"83.6","79.4",1,3,10,1,2,0
2025-07-18,109,6322,15,1286,15,0,1,19,0,0,0,1,0,"1286.0",1,"50.0",5,"33.3",1,6,0,0,20,"66.7",47,4,9,629,"87.1","77.5",9,14,19,1,3,0
2025-07-18,111,6538,6,226,2,4,2,6,0,0,0,0,0,"NA",1,"50.0",0,"NA",0,1,0,1,0,"NA",3,0,0,22,"78.6","66.7",1,7,7,0,1,0
2025-07-18,109,6341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,6339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,6334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
